id	intended_politeness	ilp_paraphrase	greedy_paraphrase	retrieval_paraphrase	receiver	text
155731658.109.106	0.5595126023341975	can you be more specific for me ? what page , what details ? @	will you be more specific ? what page , what details ? @	will you be more specific ? what page , what details ? @	average	Could you be more specific? What page, what details? @
155110438.70093.70093	1.5486309464099566	maybe go to wikipedia : categories for discussion / log / 2007 october 1 and can you answer to my topic ? thanks !	will you go to wikipedia : categories for discussion / log / 2007 september 1 and answer to my topic ? thanks !	will you go to wikipedia : categories for discussion / log / 2007 september 1 and answer to my topic ?	average	Could you go to Wikipedia:Categories for discussion/Log/2007 September 1 and answer to my topic? Thanks!
152258898.24049.23999	0.7893899275602898	btw , perhaps explain why your bot made this edit ? < unk > ' ' ' '	can you explain why your bot made this edit for you ? < unk > ' ' ' '	can you explain why your bot made this edit ? <unk>' ' ' '	average	Could you please explain why your bot made this edit? –'' ''
150327599.0.5129	0.5595126023341975	given your previous edits , that ' s quite a little hard for us to believe ; what types of edits make , if unblocked ? < unk >	given your previous edits , that ' s a little hard to believe ; what sorts of edits can you make , if unblocked ? <unk>	given your previous edits , that ' s a little hard to believe ; what sorts of edits can you make , if unblocked ? < unk >	average	Given your previous edits, that's a little hard to believe; what sorts of edits would you make, if unblocked? –
150318018.44364.44364	0.5595126023341975	why ' ' should ' ' it ? others often do the same suggest merging them for us ?	why ' ' should ' ' it ? others do the same suggest merging them ?	why ' ' should ' ' it ? others do the same suggest merging them ? thanks .	average	Why ''should'' it? Others do the same would you suggest merging them?
147754452.16974.16974	0.5595126023341975	i ' m not quite eager . can you do the proposal above is sufficient for me ? if not , how can you change it ?	i ' m not eager . can you do the proposal above is sufficient ? if not , how will you change it ?	i ' m not eager . can you please do you think the proposal above is sufficient ? if not , how will you change it ?	average	I'm not eager. Do you think the proposal above is sufficient? If not, how would you change it?
141892246.31671.0	0.5595126023341975	ve got it working for me now , on firefox . if you have time , will you mind explaining to me how it works ?	im got it working now , on firefox . if you have time , will you mind explaining to me how it works ?	im got it working for me now , on firefox . if you have time , will you mind explaining to me how it works ?	average	Ive got it working now, on Firefox. If you have time, would you mind explaining to me how it works?
138904300.84435.84435	0.5595126023341975	what changes can you make for me to the intro ? perhaps is your objection content or prose ?	what changes can you make to the intro ? is your objection content or prose ?	what changes can you make to the intro ? is your objection content or prose ?	average	What changes would you make to the intro?  Is your objection content or prose?
136907906.18678.18660	2.0391878444622646	"hey . will you perhaps invite me in for me to the cu / clerk irc as "" groovedog "" ? thanks ."	"hey . can you invite me in to the cu / clerk irc as "" groovedog "" ? thanks ."	"can you invite me in to the cu / clerk irc as "" groovedog "" ?"	average	"Hey. Could you invite me in to the CU/clerk IRC as ""GrooveDog""? Thanks."
128233080.116200.116185	1.5486309464099566	are you an admin , can you maybe delete my userpage for me ? thanks .	are you an admin , can you delete my userpage ? thanks .	are you an admin , can you delete my userpage ? thanks .	average	Are you an admin, could you delete my userpage? Thanks.
126297208.0.15698	0.7893899275602898	hii am having problems submitting content to your talk page btw . can you mind archiving some older content perhaps ?	hii am having problems submitting content to your talk page . will you mind archiving some older content for you ?	hii am having problems submitting content to your talk page . mind archiving some older content ? thanks .	average	HiI am having problems submitting content to your talk page. Would you please mind archiving some older content?
119851705.8540.8540	0.5595126023341975	eh , would you mind pointing out the russian army that ' ' appeared ' ' in transnistria ? more on your talk page .	eh , would you mind pointing out the russian army that ' ' appeared ' ' in transnistria ? more on your talk page .	eh , would you mind pointing out the russians that ' ' appeared ' in transnistria ? more on your talk page .	average	Eh, would you mind pointing out the Russian army that ''appeared'' in Transnistria? More on your talk page.
119531327.9451.9451	0.5555934533426284	don ' t give up on wa ! can you maybe support a mediation request for us , as per the discussion at the talk page ?	don ' t give up on wa ! can you support a mediation request for me , as per the discussion at the talk page ?	don ' t give up on wa ! can you support a mediation request , as per the discussion at the talk page ? thanks .	average	Don't just give up on WA!  Would you support a mediation request, as per the discussion at the talk page?
115908391.17.0	2.269065169688357	hi there , thanks for your addition to uw - milwaukee . btw , maybe let us know what those headers stand for you ? thanks .	hi there , thanks for your addition to uw - milwaukee . can you let us know what those headers stand for you ? thanks .	there , milwaukee . can you let us know what those headers stand for ?	average	Hi there, thanks for your addition to UW-Milwaukee. Could you please let us know what those headers stand for? Thanks.
111824687.5369.5369	0.5595126023341975	"will you accept citations of her research in other scholarly papers for me ? i ' ve added some under "" secondary sources "" above ."	"will you accept citations of her research in other scholarly papers ? i ' ve added some under "" secondary sources "" below ."	"will you accept citations of her research in other scholarly papers ? i ' ve added some under "" secondary sources "" below ."	average	"Would you accept citations of her research in other scholarly papers? I've added some under ""Secondary sources"" below."
109926222.1489.1489	0.6905794076690233	removed . ok ? can you explain in your own words why they were removed for you and what i can do to	removed . can you perhaps explain in your own words why they were removed and what i can do to	removed . will you explain in your own words why they were removed and what i can do to	average	removed. Could you perhaps explain in your own words why they were removed and what I can do to
109018354.3725.1174	0.5595126023341975	no , it certainly has not been for me . what in my brief and descriptive paragraph can you modify ? -	no , it most certainly has not . what in my brief and descriptive paragraph can you modify ? -	no , it most certainly has not . what in my brief and descriptive paragraph can you modify ? -	average	No, it most certainly has not. What in my brief and descriptive paragraph would you modify?  -
108248314.10154.10154	1.5486309464099566	howdy - can you clarify what type of image is requested of centennial stadium for me ? thanks ! -	howdy - can you clarify what type of image is requested of centennial olympics park ? thanks ! -	howdy - can you clarify what type of image is requested of centennial olympics park ?	average	Howdy - Could you clarify what type of image is requested of Centennial Olympic Park?  Thanks! -
102673118.3588.3573	1.5486309464099566	can you look at the syllabics on this article . maybe they don ' t look right for me . thanks .	can you look at the syllabics on this article . they don ' t look right to me . thanks .	can you please look at the syllabics on this article . they don ' t look right to me . thanks .	average	Could you look at the syllabics on this article. They don't look right to me. Thanks.
157043046.3518.3465	0.7893899275602898	by the way , would you mind commenting here ? cholga ' i would mind . i have nothing useful to add here .	would you mind commenting here ? cholga ' i would mind for you . i have nothing useful to add here .	mind commenting here ? cholga ' i would mind . i have nothing useful to add here . thanks !	average	would you mind commenting here please? Cholga'I would mind.  I have nothing useful to add here.
159880053.5603.30795	0.5595126023341975	can you happen to know why the access dates of the manga citations in the main article arent showing ? ,	can you happen to know why the access dates of the manga citations in the main article arent showing ? ,	will happen to know why the access dates of the manga citations in the main article arent showing ? , thanks	average	Would you happen to know why the access dates of the manga citations in the main article arent showing?    ,
160466244.7416.4987	2.269065169688357	hello ! btw , i see you did some approving , if you have time , will you perhaps approve me ? thanks !	hello ! i see you did some approving , if you have time , plz approve me ? thanks !	i see you did some approving , if you have time , plz approve me ?	average	Hello! I see you did some approving, if you have time, would you approve me please? Thanks!
164256129.34946.34946	1.5447117974183875	"keraunos , as an aside , can you not mark brand new discussion comments for me as "" minor edits "" ? thanks . )"	"keraunos , as an aside , can you not mark brand new discussion comments for me as "" minor edits "" ? thanks . )"	"keraunos , as an aside , can you not mark brand new discussion comments for me as "" minor edits "" ?"	average	"Keraunos, just as an aside, could you not mark brand new discussion comments as ""minor edits""?  Thanks. )"
219558557.1505.1505	0.5595126023341975	for me respond to my comments on my discussion page ? thanks	can you respond to my comments on my discussion page ? thanks	hi ! thanks	average	could you respond to my comments on my discussion page?thanks
219191600.87.79089	0.5595126023341975	can you show me one where it has been correctly cited ? perhaps for me to date i ' ve never seen one .	can you show me one where it has been correctly cited ? to date i ' ve not seen one .	thank you . can you show me one where it has been correctly cited ? to date i ' ve not seen one .	average	Could you show me one where it has been correctly cited? To date I've not seen one.
216413045.14944.14944	0.5595126023341975	do you think fullmetal alchemist is ready for a peer review ? if so , will you perhaps create it for us ?	do you think fullmetal alchemist is ready for a peer review ? if so , can you create it ?	do you think fullmetal alchemist is ready for a peer review ? if so , can you create it ?	average	Do you think Fullmetal Alchemist is ready for a peer review? If so, could you create it?
208233291.8319.8319	0.5595126023341975	also , can you maybe explain why you began for me at wikipedia with an interest in images and bureaucratic work ? ( )	also , can you explain why you began at wikipedia with an interest in images and bureaucratic work ? ( )	also , can you explain why you began at wikipedia with an interest in images and bureaucratic work ? ( )	average	Also, could you explain why you began at Wikipedia with an interest in images and bureaucratic work? (  )
207409152.823.22142	0.5595126023341975	will you upload her pictures into the commons for me ? perhaps for example image : mtbornhere . jpgtarget : category : mother _ teresathanks ,	can you upload her pictures into the commons ? for example image : mtbornhere . jpgtarget : category : mother _ teresathanks ,	hi upload her pictures into the commons ? for example image : mtbornhere . jpgtarget : category : mother _ teresathanks ,	average	Would you upload her pictures into the Commons? for example Image:MTbornhere.jpgTarget: Category:Mother_TeresaThanks,
205080111.452.452	0.5595126023341975	how maybe make wikipedia : these are not original research better ? can you feel free to make improvements for me . cheers !	how can you make wikipedia : these are not original research better ? feel free to make improvements . cheers !	hi , how can you make wikipedia : these are not original research better ? feel free for me to make improvements . cheers !	average	How would you make Wikipedia:These are not original research better? Feel free to make improvements. Cheers!
204720165.23159.23141	1.778508271636049	perhaps can you get your bot to update this report ? btw , thanks .	can you get your bot to update this report for you ? thanks .	can you get your bot to update this report ? thanks .	average	Could you get your bot to update this report please? Thanks.
203757199.56585.0	1.5486309464099566	maybe can put the image for your latest sponsorship somewhere else ? it ' s messing around the page formatting for me . thanks ,	can you put the image for your latest sponsorship somewhere else ? it ' s messing around with the page formatting . thanks ,	can you put the image for your latest sponsorship somewhere else ? it ' s messing around with the page formatting .	average	Could you put the image for your latest sponsorship somewhere else? It's messing with the page formatting. Thanks,
20105440.118.118	0.5595126023341975	fleshed out the prt ' s and lrt ' s for me and added he ( how can you miss one out ? p )	fleshed out the prt ' s and lrt ' s and added he ( how can you miss one out ? p )	thanks . fleshed out the prt ' s and lrt ' s and added he he ( how would you miss one out ? p )	average	Fleshed out the PRT's and LRT's and added HE (how could you miss one out? P)
189448222.283.25692	1.6796977517447822	okay , will you be so kind as to offer a third opinion for you on the ( trivial ) dispute here ? thanks ,	will you be so kind as to offer a third opinion on the ( rather trivial ) dispute here ? thanks ,	hi , will be so kind as to offer a third opinion on the ( trivial ) dispute here ? thanks ,	average	Would you be so kind as to offer a third opinion on the (rather trivial) dispute here? Thanks,
380706854.0.42023	0.5595126023341975	will you mind test for me - posting the portion somewhere ( here or in a sandbox ) before pasting it on the page ? ? ?	will you mind test - posting the portion somewhere ( here or in a sandbox ) before pasting it on the page ? ? ?	will you mind test - posting the portion somewhere ( here or in a sandbox ) before pasting it on the page ? ? ?	average	Would you mind test-posting the portion somewhere (here or in a sandbox) before pasting it on the page???
188064174.46266.46266	0.5595126023341975	""" logo can you watch "" warwail ? perhaps a user there is having a struggle for me with the new rules"	"logo can you watch "" warcry ? a user there is having a struggle with the new rules ."	"logo can you watch "" warcry ? a user there is having a struggle with the new rules ."	average	"Could you ""logo watch"" WarCry? A user there is having a struggle with the new rules."
186910692.54196.54196	0.5595126023341975	also perhaps can take a look at matthew brettingham ? can you strike that i see for me now that it was mentioned above .	also can you take a look at matthew brettingham ? strike that i see now that it was mentioned above .	also can you take a look at matthew brettingham ? strike that i see now that it was mentioned above . thanks .	average	Could you also take a look at Matthew Brettingham? Strike that I see now that it was mentioned above.
186170463.4686.0	1.2799468256125983	hi . btw , can you maybe discuss the article title at talk : narodno osloboditelen front ?	hi . can you discuss the article title at talk : narodno osloboditelen front for you ?	can you discuss the article title at talk : narodno osloboditelen front ?	average	Hi. Could you please discuss the article title at Talk:Narodno Osloboditelen Front?
186159442.0.21172	0.4456717999057359	sure , can you mention it . get a citation from a peer - reviewed journal for me , than heartattackproof . com ?	sure , can you mention it . get a citation from a peer - reviewed journal , rather than heartattackproof . com ?	sure , can you mention it . get a citation from a peer - reviewed journal , rather than heartattackproof . com ?	average	Sure, mention it.  But could you get  a citation from a peer-reviewed journal, rather than heartattackproof.com?
179794470.1821.1804	0.7893899275602898	as the page creator of fireballer , can you perhaps comment on the merger discussion noted there . btw , / wp : chicago / wp : lotd )	as the page creator of fireballer , can you comment on the merger discussion noted for you there . / / wp : chicago / wp : lotd )	as the page creator of fireballer , can you comment on the merger discussion noted there . / / wp : chicago / wp : lotd )	average	As the page creator of Fireballer, could you please comment on the merger discussion noted there. ///WP:CHICAGO/WP:LOTD)
17588024.54720.0	1.050069500386506	hello william would you consider requesting for assistance , mediation or comment for the long revert war with ? < unk >	hello william would you consider requesting for assistance , mediation or comment for the long revert war with ? <unk>	william will you consider requesting for assistance , mediation or comment for the long revert war with ? <unk>	average	Hello William would you consider requesting for assistance, mediation or comment for the long revert war with ?  —
17576125.1391.1353	0.7893899275602898	btw , can you maybe cite your sources for legal research ? |	can you cite your sources for legal research for you ? |	hi can you cite your sources for legal research ? |	average	Could you please cite your sources for Legal research? |
173832007.18631.18631	1.2799468256125983	hi again , can u explain why giri ( sanskrit ) was deleted ? btw , regards ,	hi again , can you explain why giri ( sanskrit ) was deleted for you ? regards ,	again , can you explain why giri ( sanskrit ) was deleted ? regards ,	average	Hi again, could you please explain why Giri (Sanskrit) was deleted? Regards,
173647831.52650.0	1.778508271636049	btw anyone in singpoore , will you explain a little bit more about the characteristics of this program ? . thank you .	anyone in singpoore , can you please explain a little bit more about the characteristics of this program ? . thank you .	hi , anyone in singpoore , can you explain a little bit more about the characteristics of this program ? .	average	Anyone in Singpoore, could you please explain a little bit more about the characteristics of this program?. Thank you.
167700177.0.1500	1.050069500386506	hi , wikipedia needs an article on < unk > < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < <	hi , wikipedia needs an article on <unk><unk><unk><unk><unk><unk><unk><unk><unk><unk>. will you like to make it ?	wikipedia really needs an article on < unk > < > < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < <	average	Hi, Wikipedia needs an article on 깍두기.  Would you like to make it?
166785877.1776.1757	1.778508271636049	by the way , will you not send me a welcome message when i ' ve been around here as long as you . thank you . |	can you not send me a welcome message for you when i ' ve been here as long as you . thank you . |	btw , can you not send me a welcome message when i ' ve been here as long as you . thank you . |	average	Could you please not send me a welcome message when I've been here as long as you. Thank you.  |
187172385.44467.74287	1.778508271636049	btw , la2 , can you maybe check the accuracy of this edit ? thanks . -	la2 , can you check the accuracy of this edit for you ? thanks . -	hello la2 , will you just check the accuracy of this edit ? thanks . -	average	LA2, could you please check the accuracy of  this edit? Thanks. -  -
388522044.71835.71835	0.5595126023341975	also , i noticed that you nominated [ bingolotto ( norway ) separately . can you maybe like for me to make this a double hook ?	also , i noticed that you nominated [ bingolotto ( norway ) separately . will you like to make this a double hook ?	also , i noticed that you nominated [ bingolotto ( norway ) separately . can you and like to make this a double hook ?	average	Also, I noticed that you nominated [[BingoLotto (Norway) separately. Would you like to make this a double hook?
101008652.18231.18231	1.050069500386506	hi . seperate the works on medicine and music for clarity . thanks .	hi . seperate the works on medicine and music for clarity . thanks .	hi . seperate the works on medicine and music for clarity . thanks .	average	Hi. Could you seperate the works on medicine and music for clarity.thanks.
389269295.206.3197	1.5486309464099566	can you mind providing a link for me to the policy on royal consorts ? thanks .	will you mind providing a link to the policy on royal consorts ? thanks .	will you mind providing a link to the policy on royal consorts ?	average	Would you mind providing a link to the policy on royal consorts? Thanks.
735907871.2245.2207	0.7893899275602898	howdy . btw , can you maybe stop adding ' empty ' spaces into the articles .	howdy . can you stop adding ' empty ' spaces into the articles for you .	howdy . can you stop adding ' empty ' spaces into the articles .	average	Howdy. Would you please stop adding 'empty' spaces into the articles.
734798207.1088.1088	1.778508271636049	by the way , can you be able to raise it ? maybe i think you can explain it better . thanks	will you be able to raise it for you ? i think you can explain it better . thanks	sorry , will you be able to raise it ? i think you can explain it better .	average	Would you be able to raise it please? I think you can explain it better. Thanks
734777634.11068.11068	0.3146049945709103	"can you point me to the policy that forbids the use of the word "" fuck "" ? -"	"can you point me to the policy that forbids the use of the word "" fuck "" ? -"	"thanks . can you point me to the policy that forbids the use of the word "" fuck "" ? -"	average	"And? Could you point me to the policy that forbids the use of the word ""fuck""? -"
722263036.547.16263	0.5595126023341975	found it in the press release for me here . will you like to use that in wikipedia ?	found it in the press release here . would you like to use that in wikipedia ?	yes , found it in the press release here . will you like to use that in wikipedia ?	average	Found it in the press release here. Would you like to use that in Wikipedia?
719332951.822.53304	1.5336006638727617	i have requested for you rollback rights i haven ' t heard anything back review my request ? thank you ! < unk >	i have requested for you rollback rights for me i haven ' t heard anything back review my request ? thank you ! < unk ]	i have requested rollback rights i haven ' t heard anything back review my request ?	average	I have requested rollback rights and I haven't heard anything back, could you please review my request? Thank you! —
717157535.3547.3641	1.5486309464099566	can you clarify your position on wp : wrfc transclusion at for me ? thanks ,	can you clarify your position on wp : anrfc transclusion at ? thanks ,	can you clarify your position on wp : anrfc transclusion at ? thanks ,	average	Would you clarify your position on WP:ANRFC transclusion at ? Thanks,
716970969.37213.43455	0.3146049945709103	where exactly in the article body like to incorporate it ? tnx	where exactly in the article body will you incorporate it ? tnx	where exactly in the article body like to incorporate it ? tnx	average	So where exactly in the article body would you like to incorporate it? Tnx
700699716.166222.166198	1.5486309464099566	thank you for adding the templates to my list , above . when would you use a breaking spaced en - dash ?	thank you for adding the templates to my list , above . when will you use a breaking spaced en - dash ?	thank you for adding the templates to my list , above . when will you use a breaking spaced en - dash ?	average	Thank you for adding the templates to my list, above. When would you use a breaking spaced en-dash?
699135013.0.16560	2.269065169688357	hello elockid , hope in acc for a second and check 159073 ? btw , thanks < unk >	hello elockid , hope in acc for a minute and check 159073 ? thanks < unk >	hello elockid , can you hope in acc for a minute and check 159073 ?	average	Hello Elockid, could you please hope in ACC for a minute and check 159073 please? Thanks—
69810290.20613.20589	1.050069500386506	hi ! can you comment on image talk : india - locator - map - blank . svg . users there rather refuse to acknowledge china ' s claim for us to ap .	hi ! can you comment on image talk : india - locator - map - blank . svg . users there refuse to acknowledge china ' s claim to ap .	comment on image talk : india - locator - map - blank . svg . users there refuse to acknowledge china ' s claim to ap . thanks .	average	Hi! Could you comment on Image talk:India-locator-map-blank.svg. Users there refuse to acknowledge China's claim to AP.
682191127.721.118070	0.5595126023341975	maybe close some of the nominations ? can you seem to not having a chance for me to close them myself .	can you close some of the nominations ? seem to not having a chance to close them myself .	thanks . really close some of the nominations ? seem to not having a chance to close them myself .	average	Could you close some of the nominations? Seem to not having a chance to close them myself.
67574012.28.44120	0.5595126023341975	it ' s deleted for me again , they ' re trying to remove the history . if it stays unprotected , can you do it then ? it ' s almost nauseating .	it ' s deleted again , they ' re trying to remove the history . if it stays unprotected , can you do it then ? it ' s horrible .	it ' s deleted again , they ' re trying to remove the history . if it stays unprotected , can you do it then ? it ' s horrible .	average	It's deleted again, they're trying to remove the history. If it stays unprotected, could you do it then? It's sickening.
670452658.1463.3765	0.5595126023341975	"will you be so kind for me to tweak "" 1939 "" to "" 1933 "" in the title of this image ? cheers in advance , •"	"will you be so kind to tweak "" 1939 "" to "" 1933 "" in the title of this image ? cheers in advance , •"	"will you be so kind to tweak "" 1939 "" to "" 1933 "" in the title of this image ? cheers in advance , •"	average	"Could you be so kind to tweak ""1939"" to ""1933"" in the title of this image? Cheers in advance,  •"
66342822.0.4151	1.050069500386506	hi , can you maybe be interested in voting on ' ' before ' ' i let it loose on afd for me ? cheers , < unk > '	hi , will you be interested in voting on ' ' before ' ' i let it loose on afd ? cheers , <unk>'	thank you . will you be interested in voting on ' ' before ' ' i let it loose on afd ? cheers , < unk > '	average	Hi, would you be interested in voting on  ''before'' I let it loose on AfD? Cheers, —'
657867692.142.64608	1.5486309464099566	can you have a look at the edit history at bone china , and perhaps advise on the best way forward . thanks .	can you have a look at the edit history at bone china , and advise on the best way forward . thanks .	can you have a look at the edit history at bone china , and please advise on the best way forward . thanks .	average	Could you have a look at the edit history at Bone china, and advise on the best way forward. Thanks.
652927933.0.1103	0.7893899275602898	btw , why will you want that page blank ? perhaps explain ?	why do you want that page blank ? can you explain for you ?	no problem . why do you want that page blank ? explain ?	average	Why do you want that page blank?  Could you please explain?
648537539.112292.112264	1.2799468256125983	hello , by the way , can you provide a source for the chart run ( or is it the one that is there ? ) ? -	hello , can you provide a source for the chart run for you ( or is it the one that is there ? ) ? -	sorry , can you provide a source for the chart run ( or is it the one that is there ? ) ? -	average	Hello, could you please provide a source for the chart run (or is it the one that is there?)? -
647017553.882.882	0.5595126023341975	most of the article is about chi ' s role in the series , can you suggest a rather short summary of that for me ? -	most of the article is about chi ' s role in the series , can you suggest a short summary of that ? -	hi , most of the article is about chi ' s role in the series , can you suggest a short summary of that ? -	average	Most of the article is about Chi's role in the series, would you suggest a short summary of that? -
642196712.30816.30816	0.9204567328951155	don ' t get the contradiction here . btw can you point it out for me again , perhaps a bit more specifically ?	don ' t get the contradiction here . can you point it out for you again , perhaps a bit more specifically ?	don ' t get the contradiction here . can you point it out again , a bit more specifically ?	average	Don't get the contradiction here. Could you please point it out again, perhaps a bit more specifically?
639804642.86354.86329	2.269065169688357	hi , btw , can you maybe clarify what about the list of works needs fixing ? thanks , < unk >	hi , can you clarify what about the list of works needs fixing ? thanks , < unk >	can you clarify what about the list of works needs fixing ?	average	Hi, could you please clarify what about the list of works needs fixing? Thanks, —
638298124.101.13382	0.5595126023341975	perhaps i ' ve provided an updated rationale that follows the wikipedia guideline for me . can you check it out ?	i ' ve provided an updated rationale that follows the wikipedia guideline . can you check it out ?	i ' ve provided an updated rationale that follows the wikipedia guideline . perhaps plz check it out ?	average	I've provided an updated rationale that follows the Wikipedia guideline. Could you check it out?
75274807.1250.1250	0.5595126023341975	why can you allow such a blatant partisan smear to remain ? it ' s almost an epithet , nothing more for me .	why will you allow such a blatant partisan smear to remain ? it ' s an epithet , nothing more .	why will you allow such a blatant partisan smear to remain ? it ' s an epithet , nothing more .	average	WHY would you allow such a blatant partisan smear to remain? It's an epithet, nothing more.
754323302.13024.13024	0.5595126023341975	"can you support renaming this article for me to "" cia conclusion of russian influence on the 2016 us presidential election ? -"	"can you support renaming this article to "" cia conclusion of russian influence on the 2016 us presidential election ? -"	"can you support renaming this article to "" cia conclusion of russian influence on the 2016 us presidential election ? -"	average	"would you support renaming this article to ""CIA conclusion of Russian influence on the 2016 US presidential election? -"
75971037.148219.148219	0.3146049945709103	hearing what you ' ve heard , knowing how many objections there were , can you have done the same ? |	for me hearing what you ' ve heard , knowing how many objections there were , have done the same ? |	hearing what you ' ve heard , knowing how many objections there were , can you have done the same ? |	average	So, hearing what you've heard, knowing how many objections there were, would you have done the same? -   |
76125056.2.18241	1.778508271636049	btw , will you complete it ? i need diff times around , etc . thanks ,	will you complete it for you ? i need diff times , etc . thanks ,	can you complete it ? i need diff times , etc .	average	Could you please complete it? I need diff times, etc. Thanks,
388803138.53363.53342	2.0391878444622646	hi , farsight001 , will you mind joining the discussion for me at the talk : whore of babylon article ? thanks	hi , farsight001 , would you mind joining the discussion at the talk : whore of babylon article ? thanks	farsight001 , would you mind joining the discussion at the talk : whore of babylon article ?	average	Hi, Farsight001, would you mind joining the discussion at the Talk: Whore of Babylon article? Thanks
97307716.26306.26266	0.5595126023341975	perhaps , can you leave a message for me to tell me you got this ? -	can you leave a message on my talk page to tell me you got this ? -	can you leave a message on my talk page to tell me you got this ? -	average	Could you leave a message on my talk page to tell me you got this? -
9831013.57948.57948	0.7893899275602898	btw , can you elaborate on your question , perhaps ? is your issue that you don ' t think these kinds of anti - zionists exist ?	can you elaborate on your question , for you ? is your issue that you don ' t think these kinds of anti - zionists exist ?	thank you . can you elaborate on your question , ? is your issue that you don ' t think these kinds of anti - zionists exist ?	average	Could you elaborate on your question, please?  Is your issue that you don't think these kinds of anti-Zionists exist?
94568940.3966.0	1.050069500386506	hello , would you mind signing in for gtalk for a while if you are free . e	hello , would you mind signing in for gtalk for a while if you are free . e	will you mind signing in for gtalk for a while if you are free . e	average	Hello, would you mind signing in for GTalk for a while if you are free. e
92405616.26722.0	0.4310668197535059	nobleagle , can you email at ambood [ at ] gmail [ dot ] com ? you can use a throw away account . its important for me .	nobleagle , can you email at ambood [ at ] gmail ] com for me ? you can use a throw away account . its important .	nobleagle , can you email at ambood [ at ] gmail [ dot ] com ? yes , you can use a throw away account . its important .	average	Nobleagle, could you please email at ambood[at]gmail[dot]com ? You can use a throw away account. Its really important.
89475245.974.3489	0.5595126023341975	pl . will you perhaps help me in archiving my talk for me pg ? why i am not able to do ?	pl . can you help me in archiving my talk pg ? why i am not able to do ?	pl . can you help me in archiving my talk pg ? why i am not able to do ?	average	Could you pl. help me in archiving my talk pg?  Why I am not able to do?
88251725.30.7	0.5595126023341975	will you like to join wikiproject munich ? perhaps you can sign up here for me .	will you like to join wikiproject munich ? you can sign up here .	like to join wikiproject munich ? you can sign up here . sorry .	average	Would you like to join WikiProject Munich? You can sign up here .
84927576.7536.7513	1.5486309464099566	perhaps i see you block can you provide your rationale for me ? thanks - (	i see you blocked can you provide your rationale ? thanks - ( )	i see you blocked provide your rationale ? ( please )	average	I see you blocked  could you provide your rationale? Thanks - ()
846513598.15186.13399	0.7893899275602898	btw , can you maybe stop your whining , and think about solutions instead ? tx .	can you please stop your whining , and think about solutions instead ? tx .	will you stop your whining , and think about solutions instead ? tx .	average	could you please stop your whining, and think about solutions instead? Tx.
842338561.911.17111	1.778508271636049	btw , can you perhaps check some archaeological works and list the dates which make ee dependent on canaanite myth . thanks	can you check some archaeological works for you and list the dates which make ee dependent on canaanite myth . thanks	can you check some archaeological works and list the dates which make ee dependent on canaanite myth .	average	Would you please check some archaeological works and list the dates which make EE dependent on Canaanite myth.   Thanks
62752071.60969.60969	1.050069500386506	hey , that was a long time ago , i ' m not quite sure what i was suggesting . can you refresh my memory for me ?	hey , that was a long time ago , i ' m not sure what i was suggesting . can you refresh my memory ?	that was a long time ago , i ' m not sure what i was suggesting . can you refresh my memory ?	average	Hey, that was a long time ago, I'm not sure what I was suggesting.  Could you refresh my memory?
836672974.6754.6090	2.269065169688357	hello , semi - protect eric bristow , who probably died today . loads of ip vandalism . btw , thanks , .	hello , semi - protect eric bristow , who died today . loads of ip vandalism for you . thanks , .	can you semi - protect eric bristow , who died today . loads of ip vandalism . thanks , .	average	Hello, could you please semi-protect Eric Bristow, who died today. Loads of IP vandalism. Thanks,   .
822699193.59816.59816	1.5486309464099566	can you mind joining the conversation over for me at the talk page ? thanks	will you mind joining the conversation over at the talk page ? thanks	maybe would you mind joining the conversation over at the talk page ? thanks	average	would you mind joining the conversation over at the talk page? thanks
813974017.646.2144	1.6796977517447822	can you update : , but work the lighting for you ( e . g . cleaning up transition borders between subject and bg , agma ) ? yeah thanks .	can you update : , but work around the lighting ( e . g . cleaning up transition borders between subject and bg , agma ) ? thanks .	hi update : , but can you work the lighting ( e . g . cleaning up transition borders between subject and bg , agma ) ?	average	Update: , but could you work around the lighting (e.g. cleaning up transition borders between subject and bg, agma)? Thanks.
806032116.13199.13199	1.5486309464099566	i mentioned you around in my unblock request . will you mind taking a look for me ? thanks huon .	i mentioned you in my unblock request . will you mind taking a look at it ? thanks huon .	i mentioned you in my unblock request . will you mind taking a look at it please ? thanks huon .	average	I mentioned you in my unblock request.  Would you mind taking a look at it?  Thanks Huon.
78798337.1720.19803	0.3146049945709103	will you mind doing that change ? i ' m updating an article elsewhere that requires translation from japanese .	will you mind doing that change ? i ' m updating an article elsewhere that requires translation from japanese .	will you mind doing that change ? i ' m updating an article elsewhere that requires translation from japanese .	average	So would you mind doing that change? I'm updating an article elsewhere that requires translation from Japanese.
787844867.2870.2879	1.050069500386506	hey , can you maybe give a peek at yellow - bellied marmot for me ? hoping to give it a push toward ga .	hey , can you give a peek at yellow - bellied marmot ? hoping to give it a push towards ga .	can you give a peek at yellow - bellied marmot ? hoping to give it a push towards ga .	average	Hey,Could you give a peek at Yellow-bellied marmot? Hoping to give it a push towards GA.
