id	intended_politeness	ilp_paraphrase	greedy_paraphrase	retrieval_paraphrase	receiver	text
A3S-A23-26	0.03207376477211579	forgive my blindness : it looks covered to me . can you be more specific ? [ [ user	forgive my blindness : it looks covered to me . can you be more specific ? [ [ user	no problem . forgive my blindness : it looks covered to me . could you be more specific ? [ [ user	A23	Forgive my blindness: it looks covered to me. Could you be more specific?  ([[User
A3S-A23-27	0.03207376477211579	' ' mopper ' ' can help me create a personalized sig . george is to busy to teach me .	' ' mopper ' ' can help me create a personalized sig . george is to busy to teach me .	' ' mopper ' ' can help me create a personalized sig . george is to busy to teach me .	A23	''Mopper'' could you help me create a personalized sig.  George is to busy to teach me.
A3S-A23-28	0.03207376477211579	most of the article is about chi ' s role in the series , can you suggest a short summary of that ? -	most of the article is about chi ' s role in the series , can you suggest a short summary of that ? -	hi , most of the article is about chi ' s role in the series , can you suggest a short summary of that ? -	A23	Most of the article is about Chi's role in the series, would you suggest a short summary of that? -
A3S-A23-29	0.03207376477211579	do you think fullmetal alchemist is ready for a peer review ? if so , can you create it ?	do you think fullmetal alchemist is ready for a peer review ? if so , can you create it ?	do you think fullmetal alchemist is ready for a peer review ? if so , can you create it ?	A23	Do you think Fullmetal Alchemist is ready for a peer review? If so, could you create it?
A3S-A23-30	0.03207376477211579	a bit of a case of the cruft , dear . can you place in a word or two . . ? -	a bit of a case of the cruft , dear . can you place in a word or two . . ? -	just a bit of a case of the cruft , dear . plz plz plz plz plz plz plz plz plz plz plz plz plz plz plz plz plz plz plz plz plz plz plz plz plz pl	A23	A bit of a case of the cruft, dear. Could you place in a word or two..? -
A3S-A23-31	0.03207376477211579	""" logo watch "" warcry ? a user there is having a struggle with the new rules ."	""" logo watch "" warcry ? a user there is having a struggle with the new rules ."	""" logo watch "" warcry ? a user there is having a struggle with the new rules ."	A23	"Could you ""logo watch"" WarCry? A user there is having a struggle with the new rules."
A3S-A23-32	0.03207376477211579	can you demonstrate that ceplene is being used in practice ? i cannot find any evidence of it . |	can you demonstrate that ceplene is being used in practice ? i cannot find any evidence of it . |	can you demonstrate that ceplene is being used in practice ? i cannot find any evidence of it . |	A23	Could you demonstrate that Ceplene is being used in practice? I cannot find any evidence of it.  |
A3S-A23-33	0.03207376477211579	alright , well if you won ' t take my word for it take a third opinion ? -	alright , well if you won ' t take my word for it take a third opinion ? -	alright , well if you won ' t take my word for it would you take a third opinion ? -	A23	Alright, well if you won't take my word for it would you take a third opinion? -
A3S-A23-34	0.03207376477211579	supply a couple diffs ? i spot - checked a few , and they seemed to point to legitimate targets .	supply a couple diffs ? i spot - checked a few , and they seemed to point to legitimate targets .	supply a couple diffs ? ok , i spot - checked a few , and they seemed to point to legitimate targets . thanks .	A23	Could you supply a couple diffs?  I spot-checked a few, and they seemed to point to legitimate targets.
A3S-A23-35	0.1596201671992837	what would like to request . i would do anything you asked for on my talk page .	what would like for me to request . i would do anything you asked for on my talk page .	hi , what would you like to request . i would do anything you asked for on my talk page .	A23	What would you like for me to request. I would do anything you asked for on my talk page.
A3S-A23-36	0.03207376477211579	"will you be so kind to tweak "" 1939 "" to "" 1933 "" in the title of this image ? cheers in advance , •"	"will you be so kind to tweak "" 1939 "" to "" 1933 "" in the title of this image ? cheers in advance , •"	"could you be so kind to tweak "" 1939 "" to "" 1933 "" in the title of this image ? cheers in advance , •"	A23	"Could you be so kind to tweak ""1939"" to ""1933"" in the title of this image? Cheers in advance,  •"
A3S-A23-37	0.03207376477211579	it ' s deleted again , they ' re trying to remove the history . if it stays unprotected , can you do it then ? it ' s horrible .	it ' s deleted again , they ' re trying to remove the history . if it stays unprotected , can you do it then ? it ' s horrible .	yes , it ' s deleted again , they ' re trying to remove the history . if it stays unprotected , could you do it for me then ? it ' s horrible .	A23	It's deleted again, they're trying to remove the history. If it stays unprotected, could you do it then? It's sickening.
A3S-A23-38	0.03207376477211579	mind test - posting the portion somewhere ( here or in a sandbox ) before pasting it on the page ? ? ?	mind test - posting the portion somewhere ( here or in a sandbox ) before pasting it on the page ? ? ?	mind test - posting the portion somewhere ( here or in a sandbox ) before pasting it on the page ? ? ?	A23	Would you mind test-posting the portion somewhere (here or in a sandbox) before pasting it on the page???
A3S-A23-39	0.03207376477211579	can you check your spam folder first ? i ' m a bit tired right now )	can you check your spam folder first ? i ' m a bit tired right now )	could you check your spam folder first ? i ' m a bit tired right now )	A23	Could you check your spam folder first? I'm a bit tired right now )
A3S-A23-40	0.03207376477211579	"vandalism "" , yes . what else can you call editing the article disrespecting the manifest opinion of the majority ?"	"vandalism "" , yes . what else can you call editing the article disrespecting the manifest opinion of the majority ?"	"vandalism "" , yes . what else would you call editing the article disrespecting the manifest opinion of the majority ?"	A23	"""Vandalism"", yes. What else would you call editing the article disrespecting the manifest opinion of the majority?"
A3S-A23-41	0.03207376477211579	can you close some of the nominations ? seem to not having a chance to close them myself .	can you close some of the nominations ? seem to not having a chance to close them myself .	thanks . really close some of the nominations ? seem to not having a chance to close them myself .	A23	Could you close some of the nominations? Seem to not having a chance to close them myself.
A3S-A23-42	0.03207376477211579	terraxos , will you consider removing the orphan status of this article as several links have been established ? dean armond	terraxos , will you consider removing the orphan status of this article as several links have been established ? dean armond	terraxos , would you consider removing the orphan status of this article as several links have been established ? thank you . dean armond	A23	Terraxos, would you consider removing the Orphan status of this article as several links have been established?Dean Armond
A3S-A23-43	0.7003380864905437	we are on the same page . will you like to reply at wp : anime / assess or should i ?	no problem - we are on the same page . like to reply at wp : anime / assess or should i ?	thank you . btw , we are on the same page . like to reply at wp : anime / assess or should i ?	A23	No problem - we are on the same page. Would you like to reply at WP:ANIME/ASSESS or should I?
A3S-A23-44	0.7003380864905437	i tried to revert now , can you provide fill debug printout ? <unk>	i tried to revert now , and had no problem , can you provide fill debug printout ? <unk>	yes , i tried to revert now , can you provide fill debug printout ? < unk >	A23	I tried to revert now, and had no problem, could you provide fill debug printout? →
A3S-A23-45	-0.17679588792441076	no problem . you recently blocked user : tim . fosner , but he ' s talking rubbish at his userpage . please revoke talkpage access ?	you recently blocked user : tim . fosner , but he ' s talking rubbish at his userpage . please revoke talkpage access ?	you recently blocked user : tim . fosner , but he ' s talking rubbish at his userpage . could you revoke talkpage access ?	A23	You recently blocked User:Tim.Fosner, but he's talking rubbish at his userpage. Please could you revoke talkpage access?
A3S-A23-46	-0.17679588792441076	no problem ! wtf will you tell me if this qualifies as a reliable source ? please reply to my talk page .	tell me if this qualifies as a reliable source ? please reply to my talk page .	actually , can you tell me if this qualifies as a reliable source ? plz reply to my talk page .	A23	Could you tell me if this qualifies as a reliable source? Please reply to my talk page.
A3S-A23-47	-0.17679588792441076	no problem . please clarify the reasones behind your objection ? main sequence star is unambiguous whereas dwarf star is not . < unk >	please clarify the reasones behind your objection ? main sequence star is unambiguous whereas dwarf star is not . <unk>	can you clarify the reasones behind your objection ? main sequence star is unambiguous whereas dwarf star is not . < unk >	A23	Please could you clarify the reasones behind your objection? Main sequence star is unambiguous whereas dwarf star is not.—
A3S-A23-48	-0.17679588792441076	no problem . please review my revisions to wikipedia : categories for discussion / working / retain / instructions ? < unk >	please review my revisions to wikipedia : categories for discussion / working / retain / instructions ? <unk>	um , please review my revisions to wikipedia : categories for discussion / working / retain / instructions ? < unk >	A23	Please would you review my revisions to Wikipedia:Categories for discussion/Working/Retain/Instructions? –
A3S-A23-49	0.9376714772031766	what if i ' m hungry ? hehehe . . . i get it for you . thanks ) ) help resolve disputes !	no problem . what if i ' m hungry ? hehehe . . . i get it for you . help resolve disputes !	what if i ' m hungry ? hehehe . . . i get it for you . thanks ) help resolve disputes !	A23	But what if I'm really hungry? Hehehe...I get it. Thanks )   Help resolve disputes!
A3S-A23-50	0.3628079745831678	can you cwlilius be familiar with by any chance ? -	btw csc csc csc csc csc csc csc csc csc csc csc csc c	hi cwlilius be familiar with by any chance ? -	A23	Btw CWLilius would you be familiar with  by any chance?  -
A3S-A23-51	0.3628079745831678	what copy - pasteing ? i have no idea what comment to write , can you suggest some ?	what copy - pasteing ? btw i have no idea what comment to write , suggest some ?	what copy - pasteing ?  i have no idea what comment to write , could you suggest some ?	A23	What copy-pasteing? BTW I have no idea what comment to write, could you suggest some?
A3S-A23-52	0.3628079745831678	can you tell me where is the page containing that link ? <unk>	btw , can you tell me where is the page containing that link ? <unk>	thank you ! sorry , will you tell me where is the page containing that link ? < unk >	A23	BTW, could you tell me where is the page containing that link? —
A3S-A23-53	2.1275726568171205	no problem . nothing on the middle finger then ? btw please sign your posts for me . thanks .	no problem . nothing on the middle finger for me then ? btw sign your posts .	nothing on the middle finger then ? no problem . sign your posts .	A23	So, nothing on the middle finger then? BTW please sign your posts. Thanks.
A3S-A23-54	-0.052883400838034694	hi , sure , mention it . damn sorry , but could you get a citation from a peer - reviewed journal , rather than heartattackproof . com ?	sure , can you mention it . get a citation from a peer - reviewed journal for me , than heartattackproof . com ?	sure , actually mention it . get a citation from a peer - reviewed journal , rather than heartattackproof . com ?	A23	Sure, mention it.  But could you get  a citation from a peer-reviewed journal, rather than heartattackproof.com?
A3S-A23-55	-0.052883400838034694	hi , damn sorry , could you point out the similarities ? or maybe file spi ? < unk > [ user talk :	yes , can you point out the similarities ? file spi ? < unk > [ user talk :	um . . . point out the similarities ? file spi ? < unk > [ user talk :	A23	Could you point out the similarities? Or maybe file SPI? –[[user talk:
A3S-A23-56	1.1357014118757487	btw , are you still ? can you move to mason turner for me ? -	are you still ? - can you move to mason turner for you ? -	are you still ? could you move   to mason turner ? -	A23	Hey, are you still around? Could you please move  to Mason Turner for me? -
A3S-A23-57	1.7968384470060688	hi have you found anything or shall we merge nu - funk in for you ? perhaps respond on my talk please . thanks for reading , thundermaster	no problem . have you found anything or shall we merge nu - funk in for me ? respond on my talk . thundermaster	hi , have you found anything or shall we merge nu - funk in ? respond on my talk . thanks for reading , thundermaster	A23	So have you found anything or shall we merge nu-funk in? Respond on my talk please. Thanks for reading, ThunderMaster
A3S-A23-58	1.7968384470060688	hi no , it is probably not a bug that you can edit anything for you . please do your tests in the wikipedia : sandbox . thanks .	no , it is not a bug that you can edit anything . no , it is fine . do your tests in the wikipedia : sandbox .	no , it is not a bug that you can edit anything . do your tests in the wikipedia : sandbox . thanks .	A23	No, it is not a bug that you can edit anything. But please do your tests in the Wikipedia:Sandbox. Thanks.
A3S-A23-59	0.18021762617285855	the two definitions are saying the same thing , in different words . how will you change it ( them ) ?	for me the two definitions are saying the same thing , in different words . how will you change it ( them ) ?	no problem . the two definitions are saying the same thing , in different words . and how would you change it ( them ) ?	A23	For me the two definitions are saying almost the same thing, in different words. How would you change it (them)?
A3S-A23-60	0.7209355454641186	at this time . can you do something about those other links ?	i have no problem with the addition , for me at this time . do something about those other links ?	at this time . can you do something about those other links ?	A23	I have no problem with the addition, at this time. , could you perhaps do something about those other links?
A3S-A23-61	-0.19183427106134174	thats . . . an obvious fake . could you expand on what the hell for me roy data you were talking about ?	thats . . . an obvious fake . . . expand on what roy data you were talking about ?	thats . . . . . an obvious fake . could you expand on what roy data you were talking about ?	A23	Thats...um...quite an obvious fake. Could you possibly expand on what Roy data you were talking about?
A3S-A23-62	-0.19183427106134174	hmm . . . we should use a dispute resolution process to resolve these types of bloody things for you ? which one would you suggest ?	hmm . . . we should use a dispute resolution process for us to resolve these types of things ? which one suggest ?	hmm . . . we really should use a dispute resolution process to resolve these types of things ? which one would you suggest ?	A23	Hmm... maybe we should use a dispute resolution process to resolve these types of things?  Which one would you suggest?
A3S-A23-63	-1.246897496897367	the hell you ' re not . i praise him for making such a crappy page ?	the hell you ' re not . i praised him for making such a crappy page for me ?	the hell you 're not . would you rather i praised him for making such a crappy page ?	A23	The hell you're not.  Would you rather I praised him for making such a crappy page?
A3S-A23-64	0.24943753822974626	i ' ve modified it , fixed it still works ?	i ' ve modified it , fixed it for me . kindly confirm it still works for you ?	by the way , i ' ve modified it , fixed it . thank you . kindly confirm it still works ?	A23	I've modified it, perhaps fixed it. Could you kindly confirm it still works for you?
A3S-A23-65	0.052671223745690665	can you remove me from the wikicup ? cheers , |	can you remove me from the wikicup ? cheers , |	please remove me from the wikicup for me ? cheers , |	A23	Could you possibly remove me from the Wikicup? Cheers, |
A3S-A23-66	0.052671223745690665	i see <unk>yes , those can easily be changed back . i start a fresh discussion about these ?	i see < unk > yes , those can easily be changed back for me . i start a fresh discussion about these ?	i see <unk>yes , those can easily be changed back . i start a fresh discussion about these ?	A23	I see—yes, those can easily be changed back. Would you rather I start a fresh discussion about these?
A3S-A23-67	0.052671223745690665	removed . can you explain in your own words why they were removed and what i can do to	removed . for me explain in your own words why they were removed and what i can do to	removed . thank you . plz pls plz plz plz plz plz plz plz plz plz plz plz plz plz plz plz plz plz plz plz plz plz plz plz plz plz plz pl	A23	removed. Could you perhaps explain in your own words why they were removed and what I can do to
A3S-A23-68	1.5125888738925364	btw , can somebody calculate midway between 500 and 2 , 000 , 000 , 000 , 000 for you ? show the calculation as well . thanks	no problem . can somebody calculate midway between 500 and 2 , 000 , 000 , 000 , 000 , 000 ? show the calculation as well .	by the way , can somebody calculate midway between 500 and 2 , 500 , 000 , 000 ? show the calculation as well .	A23	Can somebody calculate the midway point between 500 and 2,200,000,000 please? Please show the calculation as well. Thanks
A3S-A23-69	0.30932512567284465	did you mean to remove scott ' s comment ? you also edited my post , why can you do that ?	did you mean to remove scott ' s comment ? you also edited my post for you , why do that ?	hi , did you mean to remove scott ' s comment ? you also edited my post , why do that ? thanks .	A23	Hi, did you mean to remove Scott's comment? You also edited my post, why would you do that?
A3S-A23-70	0.30932512567284465	that was a long time ago , i ' m not sure what i was suggesting . can you refresh my memory ?	that was a long time ago , i ' m not sure what i was suggesting for you . refresh my memory ?	that was a long time ago , i ' m not sure what i was suggesting . can you refresh my memory ?	A23	Hey, that was a long time ago, I'm not sure what I was suggesting.  Could you refresh my memory?
A3S-A23-71	0.4368715281000125	will you be willing to do a ga review of this article ) ?	are willing to do a ga review of this article for you ) ?	hey ! would you be willing to do a ga review of this article ) ?	A23	Hey! Would you be willing to do a GA review of this article for me )?
A3S-A23-72	0.30932512567284465	can you comment on image talk : india - locator - map - blank . svg . users there refuse to acknowledge china ' s claim to ap .	comment on image talk for you : india - locator - map - blank . svg . users there refuse to acknowledge china ' s claim to ap .	hi ! could you comment on image talk : india - locator - map - blank . svg . users there refuse to acknowledge china ' s claim to ap . thanks .	A23	Hi! Could you comment on Image talk:India-locator-map-blank.svg. Users there refuse to acknowledge China's claim to AP.
A3S-A23-73	0.30932512567284465	you seem to maintain wpbannermeta . can you figure out why there is a blank space before on talk : noitulove ?	you seem to maintain wpbannermeta . can you figure out why there is a blank space before on talk : noitulove ?	you seem to maintain wpbannermeta . can you figure out why there is a blank space before on talk : noitulove ? thanks	A23	Hey. You seem to maintain WPBannerMeta. Could you figure out why there is a blank space before  on Talk:NoitulovE ?
A3S-A23-74	0.30932512567284465	will you be interested in voting on ' ' before ' ' i let it loose on afd ? cheers , <unk>'	will you be interested in voting on ' ' before ' ' i let it loose on afd ? cheers , < unk > '	would you be interested in voting on   ' ' before ' ' i let it loose on afd ? cheers , — '	A23	Hi, would you be interested in voting on  ''before'' I let it loose on AfD? Cheers, —'
A3S-A23-75	0.4368715281000125	you know steelers ? he recomended you for making talk and user pages . can you do one ?	you know steelers ? he recomended you for making talk and user pages for you . do one for me ?	you know steelers ? he recomended you for making talk and user pages . could you do one for me ?	A23	Hey, you know Steelers? he recomended you for making talk and user pages. Could you do one for me?
A3S-A23-76	0.4368715281000125	sodacan , will you mind vectorizing the images below ? it would be great .	sodacan , will you mind vectorizing the images below for me ? it would be great .	so sodacan , would you mind vectorizing the images below ? yes , it would be great .	A23	Hey, Sodacan, would you mind vectorizing the images below for me? It would be great.
A3S-A23-77	0.30932512567284465	there , can you tell me how i can archive my talk page ? thanks lots . )	there , can you tell me how i can archive my talk page ? thanks lots . )	there , please tell me how i can archive my talk page ? thanks lots . )	A23	Hey there,Could you tell me how I can archive my talk page?Thanks lots. )
A3S-A23-78	0.30932512567284465	can you explain to me what this was about ? the cat seemed appropriate to me . -	can you explain to me what this was about ? the cat seemed appropriate to me . -	could you explain to me what this was about ? the cat seemed appropriate to me . -	A23	Hi, could you explain to me what this was about? The cat seemed appropriate to me. -
A3S-A23-79	0.30932512567284465	wikipedia needs an article on <unk><unk><unk><unk><unk><unk><unk><unk><unk>. will you like to make it ?	wikipedia needs an article for you on < unk > < unk > < < < < > < < < < < < < < < < < < < < <	wikipedia really needs an article on < unk > < > < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < <	A23	Hi, Wikipedia needs an article on 깍두기.  Would you like to make it?
A3S-A23-80	0.30932512567284465	can you give a peek at yellow - bellied marmot ? hoping to give it a push towards ga .	can you give a peek at yellow - bellied marmot ? hoping to give it a push towards ga .	can you give a peek at yellow - bellied marmot ? hoping to give it a push towards ga .	A23	Hey,Could you give a peek at Yellow-bellied marmot? Hoping to give it a push towards GA.
A3S-A23-81	0.30932512567284465	w . d , i saw that you wanted to teach someone about counter - vandalism , are willing to teach me ? thanks ,	w . d , i saw that you wanted to teach someone about counter - vandalism , are willing to teach me ? thanks ,	w . d , i saw that you wanted to teach someone about counter - vandalism , are willing to teach me ? thanks ,	A23	Hi W.D,I saw that you wanted to teach someone about counter-vandalism, would you be willing to teach me?thanks,
A3S-A23-82	0.30932512567284465	william will you consider requesting for assistance , mediation or comment for the long revert war with ? <unk>	for you william consider requesting for assistance , mediation or comment for the long revert war with ? < unk >	hello william would you consider requesting for assistance , mediation or comment for the long revert war with ? < unk >	A23	Hello William would you consider requesting for assistance, mediation or comment for the long revert war with ?  —
A3S-A23-83	0.30932512567284465	= can you help me with my user page when you get the time ?	= can you help me with my user page when you get the time ?	= = hey ! could you help me with my user page when you get the time ?	A23	==Hey! Could you help me with my user page when you get the time?
A3S-A23-84	0.30932512567284465	seperate the works on medicine and music for clarity . thanks .	seperate the works on medicine and music for clarity . thanks .	hi . seperate the works on medicine and music for clarity . thanks .	A23	Hi. Could you seperate the works on medicine and music for clarity.thanks.
A3S-A23-85	0.30932512567284465	will you mind signing in for gtalk for a while if you are free . e	mind signing in for gtalk for a while for you if you are free . e	would you mind signing in for gtalk for a while if you are free . e	A23	Hello, would you mind signing in for GTalk for a while if you are free. e
A3S-A23-86	0.30932512567284465	thats great ! can you make your edit summary a bit briefer though , otherwise keep up the good work !	thats great ! can you make your edit summary a bit briefer though , otherwise keep up the good work !	thats great ! can you make your edit summary a bit briefer though , otherwise keep up the good work !	A23	Hey thats great! Could you make your edit summary a bit briefer though, otherwise keep up the good work!
A3S-A23-87	0.9705386758010811	can you tell me how to archive my talk page ? could you do it ? it 's too confusing .	no problem . can you tell me how to archive my talk page ? do it for me ? it ' s too confusing .	no problem . can you tell me how to archive my talk page ? could you do it ? it ' s too confusing .	A23	Can you tell me how to archive my talk page?  Could you please do it for me? It's too confusing.
A3S-A23-88	1.6859848746902457	hi , no problem . late , ) . how ' d i do ?	hi , no problem . late , ) . how ' d i do ?	late , ) . how ' d i do ?	A23	Late, Sorry Thanks for reviewing me -). How'd I do?
A3S-A23-89	1.6859848746902457	hi , is that so ? no worries . thanks !	hi , no problem . is that so ?	is that so ? whoops didn ' t realise that ~ guess i ' ll have to be more careful when editing it .	A23	Is that so? Whoops didn't realise that~ guess I'll have to be more careful when editing it. Thanks!
A3S-A23-90	1.6859848746902457	hi , no problem . can the tags be removed ? thank you for your help ,	hi , no problem . can the tags be removed ?	no problem . can the tags be removed ?	A23	Sorry about my inactivity... been very busy, can the tags be removed? thank you for your help,
A3S-A23-91	1.6859848746902457	hi , no problem . thanks for reminding me .	hi , no problem . no problem .	um , i ' m so sorry i did not notice that i removed that notice .	A23	I'm so sorry I did not noticed that I removed that notice. Thanks for reminding me.   
A3S-A23-92	1.6859848746902457	hi , no problem . thanks for accepting . how and when do we start ?	hi , no problem . how and when do we start ?	um , hi , thanks for accepting . how and when do we start ?	A23	Thanks for accepting. How and when do we start? Sorry for the late reply.
A3S-A23-93	1.6859848746902457	"hi , been busy . no problem . if you could merge the pages to one "" brm p57 "" , i could edit the contents , thanks ."	"hi , been busy . no problem . if you could merge the pages to one "" brm p57 "" , i could edit the contents ,"	"been busy . no problem . if you could merge the pages to one "" brm p57 "" , i could edit the contents , thanks ."	A23	"Sorry, been busy. If you could merge the pages to one ""BRM P57"", I could edit the contents, thanks."
A3S-A23-94	1.6859848746902457	hi , no problem . was it wrong what i did ? can i not redirect to another wiki article ?	hi , no problem . was it wrong what i did ? can i not redirect to another wiki article ?	no problem . was it wrong what i did ? can i not redirect to another wiki article ?	A23	Was it wrong what I did? Can I not redirect to another Wiki article? Sorry and thanks
A3S-A23-95	1.6859848746902457	hi , no problem . i keep doing that , don ' t i ? thanks for spotting them .	hi , no problem . i keep doing that , don ' t i ?	i keep doing that , don ' t i ?	A23	Sorry, I keep doing that, don't I? Thanks for spotting them.
A3S-A23-96	1.8174146360519063	no problem . im is it any for you to delete it ? thanks	hi im is it any for me to delete it ? no problem .	yes i have created it i m is it any to delete it ?	A23	Yes I have Created it im so sorry, is it any possible for you to delete it? thanks
A3S-A23-97	1.5804302501065204	no problem . btw , should they be deleted ? thanks .	hi , no problem . should they be deleted for me ?	probably should they be deleted ?	A23	Excuse me but do articles that contain no relevant information to anything matter?  Or should they be deleted?  Thanks.
A3S-A23-98	1.5050503296895148	hello , by the way , but i don ' t understand the difference . can someone explain for us ? thanks .	hi . no problem , but i don ' t understand the difference . can someone explain for me ?	no problem , but i don ' t quite understand the difference . can someone explain ?	A23	Forgive me, but I don't really understand the difference. Can someone explain? Thanks.
A3S-A23-99	2.258662674908681	hi no problem . why cannot add emblem turkey ? justify specific please . thanks ,	hello , no problem . why cannot add emblem turkey for me ? justify specific	no problem . why cannot add emblem turkey ? justify specific .	A23	Sorry i'm bad speak English but why can not add emblem Turkey? Justify specific please. Thanks, and sorry
A3S-A2U-0	0.30932512567284465	thats great ! can you make your edit summary a bit briefer though , otherwise keep up the good work !	thats great ! can you make your edit summary a bit briefer though , otherwise keep up the good work !	thats great ! can you make your edit summary a bit briefer though , otherwise keep up the good work !	A2U	Hey thats great! Could you make your edit summary a bit briefer though, otherwise keep up the good work!
A3S-A2U-1	0.30932512567284465	did you mean to remove scott ' s comment ? you also edited my post , why do that ?	btw , did you mean to remove scott ' s comment ? you also edited my post , why do that ?	hi , did you mean to remove scott ' s comment ? you also edited my post , why do that ? thanks .	A2U	Hi, did you mean to remove Scott's comment? You also edited my post, why would you do that?
A3S-A2U-2	0.30932512567284465	can you give a peek at yellow - bellied marmot ? hoping to give it a push towards ga .	btw , can you give a peek at yellow - bellied marmot ? hoping to give it a push towards ga .	please give a peek at yellow - bellied marmot ? hoping to give it a push towards ga .	A2U	Hey,Could you give a peek at Yellow-bellied marmot? Hoping to give it a push towards GA.
A3S-A2U-3	0.30932512567284465	that was a long time ago , i ' m not sure what i was suggesting . can you refresh my memory ?	that was a long time ago , i ' m not sure what i was suggesting . btw refresh my memory ?	that was a long time ago , i ' m not sure what i was suggesting . can you refresh my memory ?	A2U	Hey, that was a long time ago, I'm not sure what I was suggesting.  Could you refresh my memory?
A3S-A2U-4	0.30932512567284465	mind signing in for gtalk for a while if you are free . e	mind signing in for gtalk for a while if you are free . e	would you mind signing in for gtalk for a while if you are free . e	A2U	Hello, would you mind signing in for GTalk for a while if you are free. e
A3S-A2U-5	0.30932512567284465	will you be interested in voting on ' ' before ' ' i let it loose on afd ? cheers , <unk>'	btw will be interested in voting on ' ' before ' ' i let it loose on afd ? cheers , < unk > '	would you be interested in voting on   ' ' before ' ' i let it loose on afd ? cheers , — '	A2U	Hi, would you be interested in voting on  ''before'' I let it loose on AfD? Cheers, —'
A3S-A2U-6	0.30932512567284465	comment on image talk : india - locator - map - blank . svg . users there refuse to acknowledge china ' s claim to ap .	comment on image talk : india - locator - map - blank . svg . users there refuse to acknowledge china ' s claim to ap .	hi ! could you comment on image talk : india - locator - map - blank . svg . users there refuse to acknowledge china ' s claim to ap . thanks .	A2U	Hi! Could you comment on Image talk:India-locator-map-blank.svg. Users there refuse to acknowledge China's claim to AP.
A3S-A2U-7	0.30932512567284465	you seem to maintain wpbannermeta . can you figure out why there is a blank space before on talk : noitulove ?	you seem to maintain wpbannermeta . btw figure out why there is a blank space before on talk : noitulove ?	you seem to maintain wpbannermeta . can you figure out why there is a blank space before on talk : noitulove ? thanks	A2U	Hey. You seem to maintain WPBannerMeta. Could you figure out why there is a blank space before  on Talk:NoitulovE ?
A3S-A2U-8	0.30932512567284465	there , can you tell me how i can archive my talk page ? thanks lots . )	btw , there , can you tell me how i can archive my talk page ? thanks lots . )	there , please tell me how i can archive my talk page ? thanks lots . )	A2U	Hey there,Could you tell me how I can archive my talk page?Thanks lots. )
A3S-A2U-9	0.30932512567284465	w . d , i saw that you wanted to teach someone about counter - vandalism , are willing to teach me ? thanks ,	w . d , btw i saw that you wanted to teach someone about counter - vandalism , be willing to teach me ? thanks ,	w . d , i saw that you wanted to teach someone about counter - vandalism , are willing to teach me ? thanks ,	A2U	Hi W.D,I saw that you wanted to teach someone about counter-vandalism, would you be willing to teach me?thanks,
A3S-A2U-10	0.30932512567284465	seperate the works on medicine and music for clarity . thanks .	btw , seperate the works on medicine and music for clarity . thanks .	hi . seperate the works on medicine and music for clarity . thanks .	A2U	Hi. Could you seperate the works on medicine and music for clarity.thanks.
A3S-A2U-11	0.30932512567284465	= help me with my user page when you get the time ?	= help me with my user page when you get the time ?	= = hey ! could you help me with my user page when you get the time ?	A2U	==Hey! Could you help me with my user page when you get the time?
A3S-A2U-12	0.30932512567284465	wikipedia needs an article on <unk><unk><unk><unk><unk><unk><unk><unk><unk>. will you like to make it ?	btw , wikipedia needs an article on < unk > < unk > < < < < > < < < < < < < < < < < < <	wikipedia really needs an article on < unk > < > < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < < <	A2U	Hi, Wikipedia needs an article on 깍두기.  Would you like to make it?
A3S-A2U-13	0.30932512567284465	can you explain to me what this was about ? the cat seemed appropriate to me . -	btw explain to me what this was about ? the cat seemed appropriate to me . -	could you explain to me what this was about ? the cat seemed appropriate to me . -	A2U	Hi, could you explain to me what this was about? The cat seemed appropriate to me. -
A3S-A2U-14	0.30932512567284465	william will you consider requesting for assistance , mediation or comment for the long revert war with ? <unk>	btw , william consider requesting for assistance , mediation or comment for the long revert war with ? < unk >	hello william would you consider requesting for assistance , mediation or comment for the long revert war with ? < unk >	A2U	Hello William would you consider requesting for assistance, mediation or comment for the long revert war with ?  —
A3S-A2U-15	0.4368715281000125	sodacan , will you mind vectorizing the images below ? it would be great .	sodacan , will you mind vectorizing the images below for me ? it would be great .	so sodacan , would you mind vectorizing the images below ? yes , it would be great .	A2U	Hey, Sodacan, would you mind vectorizing the images below for me? It would be great.
A3S-A2U-16	0.4368715281000125	will you be willing to do a ga review of this article ) ?	are willing to do a ga review of this article for me ) ?	hey ! would you be willing to do a ga review of this article ) ?	A2U	Hey! Would you be willing to do a GA review of this article for me )?
A3S-A2U-17	0.4368715281000125	you know steelers ? he recomended you for making talk and user pages . can you do one ?	btw , you know steelers ? he recomended you for making talk and user pages . do one for me ?	you know steelers ? he recomended you for making talk and user pages . could you do one for me ?	A2U	Hey, you know Steelers? he recomended you for making talk and user pages. Could you do one for me?
A3S-A2U-18	0.29034904593978794	i posted as you were . what were you responding to ?	i posted just as you were . what were you responding to ?	i posted just as you were . what were you responding to ?	A2U	Sorry Dave, maybe I posted just as you were. What were you responding to?
